a,b,Y
-34.0551,-32.4557,-119.995
30.4079,-69.3706,-180.007
-11.0402,-1.03381,-12.5002
-73.0831,-90.1561,-315.046
23.2596,-56.6515,-148.42
-75.8454,82.7421,182.716
-72.1422,-59.1702,-224.8
-16.1873,-48.618,-153.771
33.0382,90.2569,283.302
-84.7942,1.46319,-58.7023
-69.0817,8.36195,-27.3809
16.2821,10.4334,40.4352
-39.0877,45.2101,100.853
21.6557,41.1235,133.037
70.5828,-98.4826,-235.057
39.1022,-8.91277,1.04352
-40.1947,11.7264,3.26672
-10.4483,-64.277,-194.876
-53.9936,-68.6305,-239
-87.7152,97.1694,215.821
94.9807,-44.4775,-61.2839
-24.9567,-12.6179,-56.0638
74.1448,-5.8743,35.2074
98.1602,-54.6636,-88.424
45.4039,91.5484,295.991
-10.0911,-42.9083,-132.851
22.6685,-2.9047,6.50698
-85.7222,-32.0278,-156.18
-29.1692,-93.0913,-291.723
86.7665,-94.709,-212.428
12.634,32.5429,101.701
14.7914,49.9113,153.467
72.2969,87.9607,305.099
-16.1638,61.9855,165.946
-66.0986,80.84,184.278
14.3254,70.2514,211.922
13.0387,-23.4795,-59.9394
-86.3529,30.4225,23.8759
28.6449,-38.634,-92.44
-91.8685,-40.1782,-184.191
9.53054,36.0616,109.623
-62.3094,-71.2544,-252.607
14.0987,-7.44917,-12.8359
-84.8673,-14.4209,-104.668
42.5198,-50.0546,-115.402
99.9349,-35.5539,-31.902
-29.0324,-49.7874,-166.454
-79.2782,11.1033,-26.8422
57.2006,36.4934,145.399
13.9524,-80.2585,-223.397
-17.5415,9.83922,14.2195
41.5211,48.4513,168.607
52.3951,38.9447,149.004
5.52531,-77.637,-221.924
71.1834,85.8596,298.22
-4.01596,-89.3418,-262.667
-84.3209,60.6958,112.853
51.4294,69.2888,236.014
23.5403,58.4088,184.366
-40.4936,3.17122,-21.6785
12.9276,-85.3074,-238.734
-20.4625,38.9601,96.2779
-50.2124,30.0322,48.9239
-66.2101,-71.4098,-255.882
-47.2124,-70.6375,-239.889
-76.9408,46.7335,77.8398
-10.3586,70.6263,195.127
-30.9819,-74.3233,-238.787
-50.4931,-18.4429,-91.3967
-45.7661,-26.2592,-110.566
-54.9157,42.8028,82.4309
93.3046,-98.9286,-219.889
97.5206,74.1902,283.565
-68.4022,28.6127,31.6461
25.1052,-38.4199,-94.3849
12.2425,10.5412,37.821
-89.6123,-65.6961,-256.316
-14.8113,-47.5742,-149.757
-87.2988,15.8932,-18.8065
16.1363,87.7495,263.812
97.7642,-5.54765,53.259
15.3264,-93.9622,-262.013
-14.9054,26.9536,65.5981
67.0448,-77.2963,-176.381
11.4459,41.1957,125.851
25.6241,-46.2008,-116.5
-5.73891,10.532,24.7706
42.5816,-67.3059,-165.222
68.9201,93.9046,319.835
-54.0762,69.6823,160.734
89.7253,74.1594,277.83
-13.4708,-92.2593,-277.948
-89.2252,21.8617,-2.9498
-11.0968,-15.604,-54.6563
23.5238,-18.9436,-39.234
9.28844,-1.9923,-0.546795
-58.3867,78.4797,183.041
82.7506,-74.2503,-156.201
-7.18798,55.4284,153.494
-65.2156,42.919,75.3065
46.8592,45.6808,164.465
18.2237,-91.2693,-252.131
-47.9666,-2.04398,-42.1657
-85.3468,-87.5909,-316.514
-13.6216,-58.5719,-180.684
57.6677,-38.5942,-71.304
-15.8122,68.923,186.254
-83.9898,14.477,-20.5032
18.7968,-58.6685,-157.483
-55.2313,48.5742,98.8846
44.6248,-54.0787,-125.509
60.0832,97.8338,324.791
-16.5243,-66.6618,-206.17
-77.9857,-5.60302,-74.1958
-32.4448,9.82054,3.37105
66.5382,-70.0316,-155.749
78.4641,-20.8149,-4.85007
-34.2756,25.8658,48.424
17.3658,-3.71708,0.318083
-59.8657,-40.0163,-160.543
-17.6044,-9.7346,-42.4043
-47.2846,48.1699,103.472
36.1769,15.7378,70.1774
54.7377,49.0783,179.992
-29.6151,-91.9801,-288.835
72.5245,-49.1529,-91.0633
-51.4478,49.2094,103.461
46.3483,43.5392,157.904
-74.5894,-39.4225,-169.491
14.2489,-30.4263,-79.1427
28.3905,77.6071,243.371
-71.9695,67.4944,141.45
92.3599,-31.9068,-26.8464
50.1711,-71.4238,-171.628
-54.3927,-25.7357,-115.301
-40.7837,61.3144,146.175
37.8688,-90.4347,-235.489
81.2426,12.956,94.7774
-23.7929,73.7995,194.569
-99.5187,-70.6725,-277.876
-15.1869,-80.1744,-244.26
51.1851,15.9679,81.7128
-8.76284,65.763,182.226
93.9415,-46.7283,-68.5426
-20.6622,-25.5504,-90.3348
-25.9151,11.7383,13.6437
-2.8629,61.5195,174.233
-9.685,-63.0125,-190.668
-7.45799,68.0351,189.738
-86.9884,-49.0039,-206.167
18.8986,80.9675,246.21
77.5733,58.6855,224.301
-27.9076,-19.7999,-78.9606
-32.7689,13.5647,13.9588
-1.13745,-96.2791,-280.635
56.7311,-17.6374,-11.4065
28.9915,52.8405,172.219
-16.271,40.3572,103.352
-79.7018,-39.9832,-174.815
-59.6337,-3.41542,-54.5803
-12.5571,-57.4655,-176.715
-11.5705,34.3598,89.4212
-20.321,2.14363,-10.0379
77.5525,97.0016,335.039
-9.42665,91.7016,256.721
66.1519,10.1855,75.839
12.3747,-29.5106,-77.8531
43.4913,-30.1753,-57.2368
71.5939,-58.4279,-118.547
30.5191,-37.2912,-87.2012
-25.5097,51.6248,129.229
23.0915,-5.43471,-0.499597
-83.0734,57.8941,105.658
-42.1064,31.4699,58.9508
-82.8681,99.6861,226.607
6.67362,19.1666,58.719
-84.0057,29.4549,22.7789
-24.4648,-71.6081,-226.219
51.3538,83.7018,277.62
-88.5895,62.537,115.083
18.2062,17.2446,61.5167
-34.0898,0.137985,-25.8079
-4.23341,-80.1233,-236.179
83.156,-96.1193,-219.119
40.1488,-73.1541,-183.888
-61.0936,38.0192,64.1294
-66.5335,51.9795,100.541
-91.7779,-20.4894,-127.215
9.61023,-44.5645,-123.369
28.0174,-90.9022,-243.976
-72.5801,61.2977,123.096
35.9666,83.7142,266.511
85.1062,-20.9573,-0.450786
-53.7474,12.5759,-4.09395
20.4928,-93.4352,-256.748
-57.6651,63.4836,140.217
18.7221,76.0468,231.858
-21.7588,28.2548,64.3952
15.8731,-46.9295,-125.669
-7.65889,-52.9703,-160.174
6.84384,-95.1492,-271.588
31.1294,-95.5217,-255.074
80.9265,94.4589,330.133
72.1789,36.2503,155.545
18.0649,-39.3197,-102.085
25.3947,-82.7248,-222.239
-9.95796,6.34245,9.60476
95.7594,-74.2761,-146.853
-31.9636,-81.7542,-260.977
-22.493,-48.2189,-157.184
-67.8584,35.8158,52.8606
-79.6453,23.6234,9.08117
7.07708,52.6451,155.781
80.5957,85.5916,304.262
-98.7463,16.6788,-24.827
23.2737,-79.1508,-213.444
12.3204,-59.5696,-164.778
3.32149,4.23344,13.1269
14.5453,85.4717,256.076
-29.0805,77.0966,200.269
33.0964,2.77628,30.4808
-5.17915,12.9049,32.0348
0.673835,22.1015,62.8568
2.72489,-99.9443,-288.432
27.9767,22.4176,83.546
-79.0909,89.8248,200.838
-70.3843,64.2059,133.093
-6.77765,-3.19239,-15.6522
-5.08586,-48.9295,-146.63
61.354,0.286364,43.7506
-45.5741,-51.7071,-183.984
-98.9614,-28.0988,-154.412
-93.8571,-17.0587,-118.804
37.6914,-56.7362,-138.212
92.7586,-57.2469,-99.8034
-10.5841,-19.2855,-64.9266
27.6148,78.2851,244.769
40.4599,7.10086,48.3144
77.0251,8.99282,80.2671
-19.0973,36.1606,89.1748
87.3658,-13.671,22.2469
63.2185,-46.3263,-89.6332
74.4831,-70.556,-151.51
-12.1827,-82.3674,-248.423
95.057,-33.9462,-30.788
-41.1501,67.4662,163.691
-60.4519,-8.42545,-69.6544
86.1657,62.0459,240.238
93.138,79.8482,296.745
51.8004,5.5016,51.9056
54.646,-82.2229,-199.601
-57.6918,-14.0706,-83.9725
-65.4898,-83.4727,-290.228
-26.1944,96.7666,259.216
-49.9902,45.1229,92.7048
47.5589,79.2979,262.142
-57.053,6.20555,-24.9016
80.8151,20.0183,114.881
-7.91144,-51.6052,-156.411
-81.6539,-77.14,-283.631
-96.0111,-44.7849,-200.507
47.45,-47.6808,-104.969
80.2249,-21.154,-4.55495
-1.55766,-12.4594,-38.6578
-94.4655,-16.7472,-118.344
18.272,-4.22042,-0.480441
-75.6777,78.9662,171.923
33.1343,-13.9365,-17.8001
-93.1903,81.9049,167.733
68.5289,-44.0002,-79.0633
2.1217,-47.3516,-136.849
-71.5509,52.1545,97.4131
66.0008,82.1734,283.811
62.1586,-43.6254,-82.5939
-59.135,-76.4145,-265.223
61.9124,45.7325,175.517
-1.66303,-88.7035,-259.118
72.5038,-12.507,14.8469
-73.5809,43.1978,70.0535
-80.3179,-63.1136,-242.12
75.3477,92.8353,321.399
99.8312,22.6064,136.135
25.4701,95.3233,292.465
65.9817,-86.9665,-205.102
-61.0242,-95.2486,-321.032
57.3048,61.0037,216.321
-87.9503,-41.048,-183.867
-94.6555,56.2559,92.5338
-51.1331,40.4594,78.3968
-96.8723,60.8392,104.176
-44.5573,27.0344,44.3549
42.2191,33.3308,125.406
-84.8201,51.6499,86.3438
52.878,53.59,191.686
26.7434,25.7933,92.4101
-17.5682,32.0598,78.4288
18.533,88.3274,267.218
-45.0819,-98.954,-320.195
-36.9019,-17.2109,-77.9916
91.0976,75.8698,283.768
-49.4026,-48.967,-178.837
79.9378,80.1534,288.067
-77.0895,97.4958,224.461
-23.3325,-64.6379,-205.251
69.5611,13.0625,86.6244
-82.4704,85.5815,186.125
58.9662,-85.2885,-205.333
-35.682,75.0928,189.696
-3.08,-55.0001,-162.724
13.0713,-99.7685,-280.429
-97.8338,-63.7185,-256.555
52.789,-29.6799,-49.0705
-36.9557,-71.9503,-236.255
-81.5588,0.710389,-58.5349
6.93291,-20.5692,-55.9496
-22.7768,29.3861,66.9279
80.0561,-13.2999,18.0251
-34.0709,65.0924,161.957
-35.8747,42.0253,93.9749
-32.0448,-70.6862,-229.044
-66.8178,45.9755,82.981
-39.2403,-61.6569,-208.157
65.1545,-40.4444,-71.2293
38.6379,26.4561,102.941
-2.14119,-82.6182,-241.875
-87.6106,-82.3554,-303.02
1.68532,55.237,159.368
92.7714,76.3402,286.34
-0.876726,79.6081,227.957
-50.1846,43.8734,88.9522
84.7873,22.4179,124.694
64.8157,61.8434,224.189
-58.2929,-3.9687,-55.2084
96.3112,-38.8012,-43.9129
-13.9368,40.5056,105.472
46.3937,11.523,65.3945
-3.74664,-83.7308,-246.254
-60.1815,46.0352,87.9601
-64.7391,-51.9063,-198.441
-92.4442,39.5689,45.9015
10.844,-61.5346,-171.527
-3.63362,79.4498,225.502
-80.6733,9.8509,-31.4728
-32.9069,-55.8599,-186.813
11.5392,-19.3186,-48.9984
24.987,-91.7259,-248.552
-18.7981,2.34872,-8.34197
75.732,-5.81411,36.531
-0.567657,-75.4927,-220.139
57.4858,-58.434,-128.783
-74.9223,99.8818,232.927
26.4676,-88.5564,-238.318
95.6078,46.9608,203.473
-80.2239,-92.6715,-327.489
-1.04498,-53.5346,-157.015
55.5373,14.5346,80.7222
-53.7693,-70.2425,-243.497
19.9135,72.7455,223.179
29.2691,-0.369834,18.6148
97.0495,15.5598,113.753
64.8121,-72.3999,-163.845
-7.74025,32.3655,86.4308
-88.5034,97.0809,214.994
7.36305,-13.8283,-36.1534
1.89347,77.6056,224.175
-10.9971,-52.2772,-160.588
-54.5141,-5.71448,-57.5176
-91.1072,5.97337,-50.2381
39.4905,7.11179,47.6438
-26.1697,-19.7498,-77.5572
-7.73701,93.5292,263.227
-18.9461,51.6789,134.14
-38.9417,66.6929,163.055
15.5783,78.2333,235.901
-87.7328,77.8304,159.909
-60.3313,-62.9818,-227.262
-7.8975,57.9212,160.186
-69.6133,6.02932,-34.5084
-5.88096,29.4927,79.4735
1.77781,69.4843,200.617
0.0346534,-86.6509,-251.955
96.1924,95.2486,343.472
-84.9325,-91.4163,-327.271
67.8684,70.0352,250.078
-35.8625,79.7724,203.092
-67.7895,-91.6779,-315.611
-42.1536,-77.694,-256.622
-85.6231,51.0621,84.0631
-27.3817,-9.55116,-48.9557
-29.477,-22.6617,-88.3694
-9.47128,35.9243,95.4638
-42.1501,-98.3057,-316.198
92.7408,45.78,197.983
3.62224,-20.2117,-57.3141
-50.4131,36.7046,68.0652
45.8453,32.5196,125.688
-66.1011,-90.0453,-309.669
15.2047,21.8046,72.5234
98.3004,9.48871,97.11
-2.8217,24.858,68.2926
96.8581,77.8387,293.631
-77.6236,47.301,78.9857
47.3943,22.7096,98.454
-95.1343,45.7366,61.7809
-67.2505,-81.9886,-287.213
-71.1954,40.7703,64.7646
1.90732,21.8854,63.1257
-22.2335,-55.7411,-178.739
68.3491,56.5194,211.359
-17.1357,35.8558,89.7145
-29.2394,-36.5132,-128.235
-31.0783,99.5521,263.73
62.3146,-1.53938,39.1689
-22.737,-18.1373,-70.41
-49.7246,-62.7262,-218.841
26.6382,-63.6577,-166.225
68.8765,95.4229,324.192
-52.4295,-68.5255,-237.563
-2.36226,31.3835,87.4876
37.4488,-24.6891,-45.7556
-15.3291,-36.2952,-117.53
81.782,-12.3894,21.9071
-49.8425,-29.6768,-123.397
37.6588,-89.2561,-232.235
-82.8229,-98.5839,-346.461
29.8157,47.8452,158.376
79.6853,46.6273,190.976
94.3965,-63.1603,-115.71
71.3394,81.6556,286.181
15.7486,32.2047,102.979
17.7865,63.2832,194.287
71.0216,-11.4547,16.815
-58.232,-35.3537,-145.883
29.3911,98.0029,303.05
-86.5529,3.65579,-53.6384
8.96178,-49.7579,-138.85
65.0387,-72.4396,-163.795
-9.63495,2.9228,-0.0458003
65.0903,43.8347,172.333
83.8193,-51.6441,-90.0833
70.187,77.0599,272.063
-29.7882,12.0107,11.6259
-38.641,53.3338,124.659
-87.0219,51.6212,84.6663
-45.3671,-78.5699,-261.481
-23.5914,-25.9841,-93.7098
8.56376,-37.8744,-104.789
-81.0411,53.3077,93.8727
-65.3639,-11.9364,-83.3606
-22.6386,-11.2868,-50.5371
35.6086,25.3079,97.4282
-50.0145,-33.4304,-134.372
58.1049,-5.17123,25.6221
-39.9356,48.4481,109.599
-0.428886,-14.9388,-45.0069
82.54,43.1816,183.084
-29.9237,86.5382,226.95
52.9083,63.1289,219.28
-21.0568,-35.042,-118.056
14.5577,-4.91544,-5.17966
-54.2987,-73.1552,-252.299
76.0865,-59.2724,-117.734
-45.238,-84.4273,-278.319
-86.1196,-53.7212,-219.173
-70.2808,52.3042,98.7657
61.379,-38.9088,-69.5251
-87.0983,43.2108,60.3005
88.9926,-39.9321,-52.4825
-77.3249,92.6615,210.317
37.2611,43.1794,150.283
43.0101,83.9533,272.304
81.2471,-67.3709,-137.405
25.0767,-62.9912,-165.429
94.5165,13.7581,106.71
47.9779,41.8173,154.108
85.8457,-96.688,-218.815
80.931,-33.6532,-40.1724
14.7667,-84.1728,-234.122
95.4309,32.7305,162.212
-31.9812,10.2182,4.85632
-76.6706,-43.9638,-184.125
9.68207,0.941985,8.21987
89.0979,-3.02736,54.267
-65.583,-25.6359,-123.118
-90.595,-15.6014,-112.229
-57.1299,-97.2127,-323.888
43.1807,-91.4608,-234.608
-59.7432,45.181,85.8085
12.2429,64.8207,194.716
40.7636,-38.5758,-83.4941
55.6108,61.0998,215.372
32.287,-43.2681,-103.197
14.1169,85.8706,256.918
-94.5607,15.5688,-25.0038
28.7454,88.6449,275.533
-85.036,-67.2461,-257.482
-62.5407,38.8981,65.6214
-96.6249,-97.0989,-352.165
99.9055,64.3673,256.899
34.6243,67.7061,219.267
1.60554,91.0683,262.88
75.4596,6.1589,70.9417
29.9599,45.3338,151.222
-67.8957,-36.7915,-157.038
-12.7159,-72.414,-220.039
91.736,52.1891,215.781
-62.9267,-87.5602,-300.186
-31.4723,2.12936,-18.1559
-97.9652,-36.2912,-177.371
-13.6917,82.4532,226.899
2.35582,95.4634,276.128
-49.9524,-91.9353,-303.435
-67.4251,-10.544,-80.8288
-78.1764,-84.8088,-303.279
98.13,16.1091,116.123
-11.2764,92.6986,258.263
73.0689,56.7055,215.315
-82.4154,54.3297,95.8315
-95.6274,41.9068,50.3537
58.2489,49.7309,184.421
-20.8526,-70.772,-221.186
-4.12678,16.2981,42.6052
98.6338,-65.4258,-119.189
-52.7556,-80.7801,-273.222
-4.10076,-47.0266,-140.416
-22.2037,-18.8815,-72.1747
30.4007,57.8324,187.668
-27.9143,1.54139,-17.2784
61.2208,-8.82436,17.3194
82.1075,76.1535,278.077
43.419,5.50528,45.8456
60.8612,-52.9301,-110.429
14.6761,11.5163,42.4021
81.8526,-97.0515,-222.758
66.3393,-23.2051,-20.5408
4.17183,33.0105,96.9231
-14.1498,-20.2113,-70.185
-85.0661,35.6025,39.7806
-7.53583,-4.47796,-19.9174
-0.930583,39.9523,113.293
-56.7625,-74.9479,-259.266
-35.9986,33.0907,68.0594
29.3547,-37.8295,-89.6003
-87.6134,48.4483,75.0665
-62.9851,26.9599,30.7922
78.4797,-55.7379,-105.784
71.7549,-48.8205,-90.6598
10.0171,-77.4998,-218.274
19.5739,29.7436,98.6356
33.6885,-73.8489,-190.576
-17.5798,22.9419,52.065
15.4158,-8.19571,-14.0398
69.1676,34.0022,146.866
29.3497,-43.7517,-106.722
90.7748,40.6073,181.608
82.4698,18.0217,110.309
-51.2896,-73.7679,-251.891
-70.3834,1.22488,-48.9534
-42.1552,40.8984,86.1686
6.20929,-33.6653,-94.3279
-79.5931,-35.6085,-162.091
94.6559,81.0817,301.41
23.7128,-82.4818,-222.755
-24.4935,19.2358,36.3451
-92.1986,81.8234,168.216
-12.6331,-19.6606,-67.4946
-35.9221,-0.897526,-30.1281
12.7629,83.0229,247.706
12.8569,-86.6564,-242.684
29.5278,13.141,57.8552
63.9546,-47.1284,-91.4184
-51.154,-79.0698,-267.118
-28.7715,-90.4103,-283.686
39.7259,-97.9763,-255.943
32.4316,58.6128,191.395
66.2999,29.8742,132.857
15.2697,-81.8057,-226.916
-42.9903,-84.1696,-275.946
51.9211,82.2391,273.803
-13.3794,29.3507,73.632
90.5208,-91.287,-199.817
94.1557,0.838868,69.1057
-75.4765,86.1893,192.948
18.0699,-50.4957,-134.386
32.0807,88.0184,276.138
32.4851,-61.4852,-155.71
-57.0306,43.147,81.894
-45.3592,-86.9972,-285.835
-44.7376,72.7551,176.38
-66.6133,55.5598,110.833
28.2593,83.2439,259.569
-67.2609,-96.1232,-328.077
-89.8529,13.7312,-26.9055
12.6846,76.5442,228.923
-98.4625,-93.3149,-342.559
49.4149,78.581,261.414
-86.4164,-34.8099,-164.725
45.4218,74.1509,245.717
13.6248,8.80585,33.8061
-93.3391,-61.0077,-245.464
22.3816,-28.4114,-67.428
-12.0449,-75.0426,-227.151
95.5295,64.2184,253.299
-95.5319,24.531,0.198088
-43.1374,69.9286,169.369
39.2188,-27.2484,-51.8714
-93.6462,-18.9435,-124.099
-95.8041,-5.61911,-87.1481
31.7446,80.8425,255.152
51.4832,10.9089,67.3055
91.155,-72.003,-143.617
71.648,60.4259,225.04
38.8736,-56.4971,-136.665
-6.49589,34.7416,94.2002
-28.4131,-33.0172,-117.531
56.7248,96.1404,317.464
99.2567,60.6377,245.649
67.3197,-94.2662,-225.233
71.956,61.2365,227.606
-82.8801,11.7891,-27.4689
-14.6422,34.5431,87.7261
-4.90965,86.559,245.128
-17.4149,14.6093,28.099
-55.3828,-73.7698,-254.861
-61.257,-16.4973,-93.5693
38.4827,48.9665,167.895
-31.3145,-6.71549,-43.6078
8.46666,-54.6778,-153.43
71.588,92.8439,318.701
-69.5066,96.4385,226.897
-42.9708,45.2434,98.1372
64.2112,73.2689,256.776
-89.5945,57.5157,99.8409
-18.9342,-35.5054,-117.858
53.7748,86.1688,286.504
-35.712,-93.7551,-298.381
98.666,-76.481,-151.121
-41.0976,-12.9679,-68.7661
-60.8383,10.7679,-14.4558
-60.7043,-98.4955,-330.185
-47.8821,-87.7277,-289.774
-66.4475,-83.5904,-291.262
9.25127,-47.4599,-131.998
-26.2693,-3.99753,-32.0973
2.6205,-20.3694,-58.4953
-90.9175,52.696,84.9512
1.04867,27.4301,78.5307
29.4579,-0.901359,17.2152
98.9211,42.057,191.698
-83.9976,42.0862,59.2955
-14.6373,-6.90082,-32.0642
93.9984,84.6402,311.22
-16.4643,-70.8953,-218.364
7.67854,-99.2857,-282.94
-16.4281,-35.7388,-116.717
-7.58943,54.1085,149.388
-23.6053,68.3121,178.844
49.2777,-57.4722,-131.948
-10.9062,93.2815,260.215
-40.1186,80.9224,203.333
-2.94161,-76.3534,-224.346
77.3369,-45.3551,-76.6
-94.2702,83.746,172.273
95.6722,62.244,247.696
-2.81949,-91.1001,-266.883
-11.3072,-62.8304,-191.317
18.3567,-7.95957,-11.2271
91.6826,-64.5182,-121.601
47.1612,99.7276,320.906
57.481,61.5135,217.923
-82.2183,59.3037,110.352
-30.2386,39.8263,91.7009
90.3636,-92.2829,-202.81
-11.2965,-37.2654,-117.413
7.60561,4.48117,16.9459
11.9816,-39.7831,-107.831
11.0583,82.1224,243.869
-86.6854,-7.68781,-86.5231
55.4599,-56.558,-124.827
-53.408,54.9896,118.749
-24.7723,-86.4636,-269.381
-74.5731,-73.2063,-267.132
14.2982,22.5893,74.1348
-65.6028,-0.920019,-51.6907
64.0595,30.5105,133.073
95.9042,-96.3941,-210.68
-2.24056,-67.5289,-198.331
-93.4435,-73.3872,-281.322
98.7385,0.225969,70.6534
-23.1603,77.3229,205.212
82.8249,62.0364,237.791
2.43375,-50.617,-146.061
-40.5844,-64.8911,-218.479
65.7205,-54.821,-112.375
41.0045,-83.0804,-211.96
62.1055,-57.0168,-121.34
-55.3534,65.2666,147.046
-99.5305,11.507,-40.3442
63.9526,-74.2133,-169.709
52.4249,46.6126,171.189
-34.1308,24.0431,43.2604
86.2513,39.3572,174.718
-39.7054,-66.8353,-223.462
-93.7463,-9.19759,-96.0013
-44.316,43.5161,92.17
-58.1781,61.747,134.826
96.6073,8.35924,92.619
60.6557,-71.643,-164.667
-60.5848,48.5239,94.8617
16.7461,-56.3484,-152.262
27.3639,61.2142,195.244
-82.7408,77.7926,163.415
22.4101,-66.0461,-176.191
49.5112,58.9034,204.606
49.3671,18.0777,86.4944
-28.0611,53.2562,132.097
3.90361,-42.9512,-122.839
-52.5895,41.9943,81.7788
12.7764,-23.467,-60.0933
9.7402,10.4208,35.6605
1.60585,-15.3817,-44.8134
-54.5222,-85.3128,-287.603
47.3637,7.12691,53.3901
6.1241,64.2927,188.758
-67.0468,71.514,156.634
-44.2809,-46.2845,-167.373
54.7391,6.24902,56.1944
-82.8217,-62.3154,-241.626
2.76496,79.4969,230.273
-87.5818,-84.0601,-307.927
-78.3444,35.5647,44.5398
-57.5835,76.7716,178.686
93.8782,-0.442752,65.2001
-57.811,7.94185,-20.4319
-41.7587,30.0398,55.0689
57.8072,14.8969,83.4133
50.8802,-68.0736,-161.43
-54.695,-66.5382,-233.46
-11.8441,54.7215,148.079
0.949126,-84.1512,-244.067
29.8256,98.372,304.431
21.7055,77.21,237.381
18.9312,78.5274,239.18
31.4919,88.7077,277.704
80.7777,50.3827,202.623
-55.5216,43.5041,84.0192
-11.0276,37.577,99.1135
58.6044,85.9569,289.39
70.3701,-18.0393,-2.6896
-67.0234,36.7158,56.0667
-5.08464,85.3056,241.378
91.6198,48.5219,205.097
-76.9242,-8.5654,-81.9897
-12.5335,-21.5115,-72.7726
-55.5905,-41.6523,-162.176
17.8275,37.1884,118.89
-19.276,-82.3066,-253.385
-19.7677,61.0244,160.558
-3.76277,73.2826,207.583
76.7197,7.70244,76.3161
-43.3866,76.7829,189.001
-24.125,-68.6773,-217.501
-72.1916,-66.6591,-246.482
-97.3718,29.5208,13.2883
56.554,-92.9602,-229.256
-85.193,-28.7648,-146.365
16.5892,-19.8502,-46.8773
-48.3792,-50.9574,-183.849
99.2896,-75.6735,-148.335
-94.2163,-77.8496,-294.781
45.2141,37.4246,139.409
-44.5462,-87.1088,-285.569
14.4115,87.8346,262.809
-49.4369,-26.3517,-113.492
82.9829,-52.3888,-92.8417
40.0141,14.606,69.6849
-88.7437,38.0512,44.1948
74.8384,95.9939,330.16
68.3265,50.9967,195.379
98.2316,-0.811577,67.2872
15.8565,-10.9875,-21.7904
98.1305,18.049,121.731
62.226,-37.1675,-63.8785
-37.1458,24.4762,42.3284
30.7885,33.341,117.157
83.1307,-77.007,-163.894
-18.8514,79.0035,213.19
-95.2657,94.7105,203.245
-37.5328,2.63426,-21.0861
21.7395,-8.13068,-9.27159
0.517258,-85.6256,-248.642
-52.9939,61.9059,139.04
10.8427,-98.9481,-279.672
35.7002,-57.8804,-142.962
-53.4725,-23.1941,-107.288
-68.5112,-55.3418,-211.104
73.1333,46.5507,186.009
-35.6107,-12.8095,-64.3342
7.49458,-23.569,-64.2137
-75.8544,69.0778,143.213
93.3306,-13.6172,26.7228
50.2591,-23.2085,-32.1975
-94.2792,-21.316,-131.416
3.26744,-54.6729,-157.181
-19.099,-16.5058,-63.059
-96.6464,0.0255853,-71.4422
-0.922041,-73.0166,-213.238
-28.3623,-24.8829,-93.9823
73.0053,-38.7947,-60.7746
26.5836,-5.54741,1.70394
-31.6266,73.214,187.203
-28.7693,9.72268,5.75032
-77.9372,-41.9273,-179.156
-54.0979,32.8727,54.3201
85.4947,68.4971,258.399
-57.9009,-68.6095,-241.769
44.6707,7.66177,52.9856
45.8841,60.0017,205.153
-55.369,46.3232,92.2784
-46.0571,54.9689,124.013
37.2428,40.3563,142.109
-44.5235,14.0159,6.74931
5.58203,-80.897,-231.306
61.8136,67.7667,239.136
94.1505,-35.0385,-34.6017
-90.6073,41.5964,53.0926
-37.3396,19.2232,27.0041
-29.4017,64.3014,163.052
-77.1502,-83.9444,-300.037
-41.0314,26.2405,44.6139
76.423,-99.7813,-234.581
5.1031,-80.468,-230.412
44.7611,-97.8248,-251.858
-58.1873,-83.4177,-284.779
-8.89766,40.266,108.429
-2.04361,82.4337,235.279
-56.2676,-12.3705,-78.0271
-43.2715,-64.7333,-219.969
-39.4582,47.2359,106.441
-81.7657,-57.8496,-227.953
-61.4195,24.476,24.7466
87.0196,24.6158,132.664
-63.6621,-63.3779,-230.82
-5.45327,15.3046,38.7725
39.586,-98.3959,-257.257
-79.5503,62.3783,121.171
-78.6554,66.0643,132.474
-41.4392,89.3865,226.842
98.3941,75.5387,288.096
-78.9784,51.0655,88.8858
35.6214,-42.1122,-97.4408
-64.7307,25.0833,24.1037
-14.3062,-86.8284,-262.855
96.7389,89.009,325.833
16.3617,41.9193,131.503
-68.143,-9.24624,-77.5975
-28.1119,-23.0276,-88.4382
-39.4677,46.8533,105.328
-60.4236,-60.7937,-221.005
83.5747,-19.1231,3.74165
14.4442,11.1266,41.1078
-44.4959,-94.3652,-306.507
44.0526,38.6277,142.045
41.0942,-2.66904,20.5339
16.1031,34.2457,109.135
66.5538,-2.2268,40.2524
37.3427,-7.6154,3.5192
-23.5577,-70.8345,-223.326
92.8538,-4.31512,53.2651
20.9592,-29.9224,-72.8257
-70.4178,70.2364,150.5
46.8424,83.0491,272.466
-67.9852,-5.99772,-68.0934
65.1018,21.1207,106.687
7.86358,-7.33397,-17.0189
-88.6958,44.7569,63.6125
57.6337,9.35278,67.2624
-51.4865,-32.8709,-133.82
97.2832,-33.8364,-28.8581
48.9112,-46.0715,-99.2593
-48.4705,53.1145,116.905
-17.2443,9.44667,13.3
55.0479,99.9782,327.343
-56.7734,64.7022,144.386
-95.9447,79.9467,160.078
-46.6854,54.5957,122.479
-70.4495,75.5863,165.941
3.17756,-41.7723,-119.957
-41.9926,75.4757,186.232
57.6602,59.6983,212.806
-14.1091,80.4392,220.775
-6.21951,85.0714,239.879
