a,b,c,d,e,Y
29.3311,28.3187,-19.2633,-59.4741,35.6767,-270475
-23.6704,66.4856,-21.2916,-36.9292,-26.9226,-306909
13.4156,3.54731,12.7516,60.6607,-58.4572,626991
70.6306,14.9485,78.4659,-73.4849,-86.5025,-634042
-0.960383,-84.0319,53.6153,26.0496,38.4019,234692
43.6621,-86.4263,-17.8129,-98.0255,16.8785,436582
88.341,43.4233,69.7853,85.6123,-95.1832,-401250
-78.7689,-81.5761,-83.6184,61.0943,-97.766,6.63438e+06
43.065,-10.8246,-68.1991,20.6972,-24.8045,745332
29.4402,84.7833,65.5893,-99.2279,57.9716,-2.56731e+06
-14.3508,6.09932,-56.3406,69.2242,60.4218,-23260.6
86.9122,44.3099,98.8966,-16.7204,6.51187,-4.7911e+06
-47.3921,34.7809,62.6267,66.5416,59.5569,-997725
-98.3011,-90.489,90.8358,-91.666,60.5832,757364
77.088,-47.9224,26.9437,-40.3014,-51.4368,-845176
61.1485,-28.5054,-58.7696,3.52537,63.104,-776703
-28.3268,38.883,-87.7025,-74.2986,88.7337,-211432
-50.1397,49.3257,-14.9369,54.6823,-6.96368,248615
-59.8596,-9.49999,-26.2472,-58.9043,-58.9836,1.20563e+06
-91.0637,3.4478,13.4202,-95.0603,71.3061,861243
-24.2194,33.6906,51.2027,-63.8422,-86.1567,1.38498e+06
-43.3079,51.1799,81.811,4.53091,68.6762,-2.48691e+06
61.9868,-47.1724,6.25106,-94.3817,-77.0186,565668
67.4949,19.1308,-62.4864,19.8517,98.5805,-3.00276e+06
-91.4299,5.04519,-35.4921,13.5948,12.2614,2.30867e+06
96.3476,64.7802,-75.5273,-30.3723,10.6328,-1.70994e+06
-82.4791,82.6532,84.8658,41.1965,7.85698,-930673
28.9848,-97.9466,-59.2562,-58.6891,-57.5431,2.36375e+06
1.05793,93.1153,-87.0985,-3.35469,-54.2275,1.2418e+06
92.74,45.5104,-29.2662,27.1676,85.3887,-4.18721e+06
-27.7925,-3.7836,-11.981,56.3188,-36.702,260347
-62.1721,63.5475,81.5524,-79.1812,38.1605,-1.52146e+06
-6.52833,49.344,86.0969,32.1448,-17.1816,-1.97382e+06
-80.3766,-84.0543,98.2741,92.4516,34.686,-300236
-91.994,-99.4519,50.0241,99.2849,82.6061,1.87161e+06
95.3529,-44.7502,13.6051,-70.0756,-52.6631,-2.04193e+06
-77.8629,-91.8081,64.5664,-60.4753,-29.5081,1.68916e+06
-42.3739,18.4717,32.9753,-16.1287,13.0884,98214.3
39.4024,18.9502,57.7461,92.6093,-77.8939,855117
-62.834,-46.1043,-77.3744,85.3477,-92.9577,4.69817e+06
-8.07022,-38.3005,80.5832,32.5916,-86.3477,449682
-11.3027,-92.7318,50.8734,-8.53796,72.8666,-389979
-80.5485,-48.9565,74.7844,84.0721,-38.5196,795064
-9.78047,-29.0952,-38.0172,45.7643,56.5131,-306785
-50.1861,36.4524,-94.6875,-72.8476,42.6,2.44283e+06
13.5014,88.8668,87.487,-92.9767,-44.9779,-2.86203e+06
7.33152,-47.6111,-18.1203,-63.3252,13.4683,100238
92.564,84.3026,-1.38171,35.5603,90.9617,-5.33876e+06
-63.3605,-91.5511,-41.2435,-15.0249,-76.7287,3.3143e+06
27.4258,-60.4352,-7.21775,1.85212,-46.2873,535374
-26.9323,-41.1089,57.8068,47.9859,80.6873,-1.91575e+06
-94.2434,-20.8382,-13.3787,-4.01963,40.429,2.21171e+06
26.309,-57.3211,-53.7713,-36.4414,40.9797,452769
84.975,97.2421,-90.8685,15.3585,61.2738,-1.56097e+06
32.1258,27.0919,-78.095,-96.8526,12.0054,1.03524e+06
-91.1288,88.502,37.8091,-80.0885,23.7669,857078
-18.4328,0.587947,-38.925,-29.1277,16.7252,172157
-38.9532,-21.8356,72.0463,43.813,83.3961,-2.57387e+06
-26.2101,90.0917,-58.7692,21.7314,78.0743,-1.79336e+06
-90.8634,41.3321,89.4357,-34.445,4.8469,-19153.5
-8.89797,88.0886,91.9106,71.379,10.1205,-3.08896e+06
63.3699,-71.6799,49.566,43.5361,40.3356,-731484
44.0431,65.1783,-17.3156,-90.0009,-21.8735,-776395
-29.7469,2.7329,65.7024,-88.9939,45.9245,-1.19969e+06
23.3146,50.898,-62.1854,-12.5199,-92.1718,2.73984e+06
24.0861,41.8208,89.9776,2.11094,39.8899,-2.4228e+06
-70.0171,-90.6252,-63.4035,75.4519,-77.4056,4.23734e+06
58.6848,-60.3593,-33.6926,21.1743,-85.6141,1.65255e+06
75.3245,-95.721,-39.4709,-64.2852,-36.0757,256973
49.6047,-71.1867,13.6374,-86.8302,20.6864,-40093.4
-89.0833,47.4204,30.1056,6.83765,57.3423,1.22952e+06
94.1654,-45.4876,-97.0302,-21.4697,23.7457,351664
-13.788,42.1144,10.2154,-68.89,-0.644687,-180905
64.67,77.4729,-18.4119,-83.7055,40.2195,-1.76018e+06
58.5503,-27.8231,-28.1938,8.37886,36.7405,-630760
-46.8138,35.7352,71.9198,-11.5576,45.6873,-1.12185e+06
89.1871,-78.5787,-82.7135,-3.68683,87.1544,-1.65898e+06
-58.2455,-77.1871,73.1909,80.7789,91.0305,-1.98144e+06
-82.9464,-22.1016,-9.5005,55.5655,19.9615,1.67351e+06
-93.7906,-18.6533,-42.0103,99.0921,-68.5483,3.78919e+06
-79.1251,-35.2576,1.86185,83.3372,-58.7563,2.22514e+06
-8.53911,84.8339,-69.6636,-95.7671,-55.1968,387866
39.9607,7.88982,-16.2041,71.8083,-10.967,-59578.3
-93.6143,36.4863,-3.971,-32.2129,56.638,1.72613e+06
-27.1867,-70.6886,32.4609,-77.2069,38.2033,178700
93.3354,-38.4133,86.5406,10.7617,-67.3094,-3.24147e+06
-42.8756,-4.23972,-42.8346,-89.3436,34.9345,150415
-31.2814,43.8353,48.0527,53.5111,-61.5362,366745
23.0043,-33.4667,32.9583,66.3847,-44.204,249654
-44.2738,-21.792,6.13237,-13.8166,7.39542,258764
72.9081,-80.0976,91.3901,-26.9912,-0.500673,-2.58444e+06
14.4108,11.2826,-80.1501,42.2321,81.9456,-107781
9.45719,-1.08774,-26.6216,6.4131,-38.252,212797
-35.6711,-88.6752,-35.0509,5.7233,37.7356,1.07908e+06
95.2057,-51.8321,62.9928,-99.3639,27.9692,-3.31353e+06
-85.8588,-76.8268,47.2271,-45.8052,-88.2135,4.10393e+06
-22.086,-98.3587,39.4533,81.4015,-7.92507,1.35851e+06
-9.89264,69.5742,43.015,25.5861,-83.8049,1.00129e+06
-35.7761,-90.9012,-45.4147,26.7617,98.8866,-1.3783e+06
15.2226,65.8498,-13.625,-13.079,-36.9678,-264731
-3.77265,31.2706,-98.6609,79.344,1.76604,2.90467e+06
94.3564,-18.1709,-6.92614,16.4641,-92.9938,-86539.1
95.3995,-5.74448,34.1201,30.6347,-61.6275,-1.93005e+06
55.8676,-38.0349,-53.5046,1.58744,-40.4458,212082
51.5811,-32.2096,-35.9083,59.0041,20.6401,-177483
-27.5883,92.2682,60.597,-0.247559,-37.0039,-1.54531e+06
18.3407,-43.7888,68.8684,17.7703,53.2421,-1.28008e+06
-19.2615,80.7675,24.8118,61.5314,53.0869,-1.14469e+06
41.9626,44.365,-57.0485,96.0613,99.4591,-2.43685e+06
-88.2256,-69.2862,27.9694,-49.5099,-34.8346,2.45897e+06
67.4813,-86.9232,76.2962,59.0308,-21.6318,-1.14024e+06
-11.1502,-73.1961,34.8641,77.3924,-49.7484,925363
96.0394,-84.0724,-92.8058,89.7684,86.0605,-1.05007e+06
4.0452,62.75,26.8647,-87.8842,93.4181,-2.9781e+06
-59.0897,-22.9389,7.38424,-13.0864,-15.5834,613357
-28.4124,-7.829,-38.986,83.6136,-8.73935,412838
10.2504,-89.6027,82.1403,62.0332,-99.5644,2.34649e+06
-31.1115,43.8586,31.2912,50.4102,-85.1177,1.69606e+06
-6.12853,-25.426,78.7219,32.4975,18.867,-1.38229e+06
34.3968,-39.3869,-49.2499,80.5227,38.7078,298551
7.24021,75.8177,-38.2688,42.9134,-68.0412,476393
-20.2609,-17.7304,50.2669,7.80971,-24.8175,-287174
29.4428,-29.7543,71.7275,-3.62124,-15.0728,-1.08308e+06
-72.9051,60.1174,9.18996,71.5061,-60.5282,1.53855e+06
-63.9266,24.4082,21.5211,76.7189,-62.9751,1.54537e+06
15.1744,95.011,74.0454,65.2711,-67.3637,-1.42595e+06
-63.0997,60.9127,70.0884,58.535,81.6748,-2.13844e+06
35.314,-60.9655,5.62206,-66.0078,33.1427,12585.4
-20.8745,81.6136,49.5692,97.0545,4.38374,-827913
71.4981,98.3433,34.7029,-35.4622,-41.2935,-2.32884e+06
14.504,-6.03249,-19.0714,-20.3511,-1.42038,10726.8
-9.75203,-32.5332,53.3905,53.9061,34.5547,-458689
57.2051,69.0419,-64.7486,85.2611,40.1156,-224430
70.5268,79.3651,18.1484,-10.1706,71.3203,-2.81032e+06
27.6496,46.4548,66.9125,-45.0274,9.53973,-1.08349e+06
13.2333,73.2342,19.6633,16.6049,-82.332,1.02497e+06
-91.1147,86.9236,-6.3446,78.2692,71.5977,283238
35.9881,93.4529,5.7955,3.79419,28.199,-1.36014e+06
92.8326,-22.8498,-86.6544,-65.4719,-39.6715,-276216
29.2678,-29.062,-52.0372,78.4018,79.882,-989060
-71.4533,-26.1995,-9.31209,71.2685,69.3268,188349
-27.3003,22.1927,-13.0401,-80.4504,-48.4625,245571
99.3168,-6.08318,76.5293,40.6402,61.7805,-4.78014e+06
75.5993,57.9797,56.0383,-9.17587,-64.1881,-1.26405e+06
-21.0803,93.0682,-93.5347,46.7385,-14.9656,1.31276e+06
76.7512,-6.12489,21.311,-95.307,-70.0859,-555702
-46.0518,20.1944,-88.7894,-47.4629,5.35372,2.28449e+06
4.65198,19.4318,16.6284,81.1994,-92.5325,2.41942e+06
-98.9995,4.94902,17.2686,13.9202,-44.7725,3.01288e+06
-23.0235,-29.6423,-9.73733,-0.408586,80.1655,-1.44838e+06
-98.0387,-55.9231,20.5,-28.909,25.1817,2.85944e+06
61.945,82.6318,-26.4556,55.3761,0.898089,-1.37902e+06
69.0381,8.44667,-3.61695,-94.3551,-11.9395,-1.15451e+06
-30.9806,-52.4441,66.5422,-38.6596,-81.9281,1.01732e+06
11.6898,-39.6929,27.9377,-52.4307,-12.5266,-6268.57
-56.3036,-62.717,-63.4011,-12.428,-77.6059,2.94817e+06
-60.6935,-7.28354,54.3857,82.5622,9.33341,340789
-60.5541,-18.1881,65.0952,-68.6428,45.6589,-509344
45.4654,-47.7502,-2.66712,-17.1412,-39.9491,62136.9
93.4954,-61.6708,-37.7341,28.6005,42.2318,-2.08065e+06
62.2444,-95.1615,14.5472,40.5158,-94.1515,2.94185e+06
10.0627,-75.0438,46.8549,-9.7717,74.3712,-915886
-10.8817,55.7939,-53.3563,98.6663,-39.6815,657862
78.4469,8.49504,84.1264,-11.9015,-26.4596,-3.04567e+06
41.4841,-27.8782,42.1908,-60.6785,-74.3454,740116
60.7825,-2.2707,-56.5659,38.4592,-85.7549,1.71948e+06
-24.0948,-89.7191,57.9712,-36.0666,52.6334,59112.6
78.5347,-52.8619,65.3662,-80.0788,55.4247,-2.6174e+06
92.4267,16.5739,52.1851,79.3938,-18.898,-2.51899e+06
92.2312,71.7738,-86.9756,-70.378,-11.7965,-942032
-27.0489,23.5169,-72.1083,15.3864,-47.7014,1.44569e+06
-63.9474,-97.8674,-57.0624,-65.0729,-71.618,3.6033e+06
-18.5987,-36.3505,27.0601,96.0487,8.92768,283903
-93.2086,-28.5132,63.2965,88.9122,3.79415,1.82399e+06
-62.817,30.8607,-16.7603,-56.0248,38.2903,468741
5.08845,-96.051,86.0406,52.0468,35.8635,-670203
-4.37116,17.0876,-60.561,76.4137,83.6388,-952343
-33.376,81.9077,-50.1814,7.452,92.9338,-2.66965e+06
-71.0084,-4.05064,23.113,99.0049,-10.9509,1.26965e+06
74.8289,24.0209,5.72882,-92.09,-84.1911,297818
-73.0577,-61.6582,37.5758,-95.7884,-20.1779,1.09528e+06
58.5842,67.6545,7.97254,93.7189,78.202,-2.19612e+06
-3.11583,-82.4111,-90.5306,-66.034,25.609,2.83552e+06
-86.1398,4.7093,-57.3013,-55.9334,-70.4738,3.34079e+06
7.73742,-19.8239,-72.6459,29.2092,-48.6826,1.46913e+06
-90.4282,54.3082,49.9767,-42.4743,8.96694,1.50822e+06
57.397,49.8503,-23.6143,-67.4368,65.5169,-1.58977e+06
79.0765,68.2473,32.2613,36.5609,15.3365,-1.96571e+06
31.9402,76.1369,55.9376,-70.4577,-56.0703,-799271
-94.9402,-89.0314,61.6242,-6.79603,-36.4584,2.90815e+06
48.6369,37.8596,49.0228,-10.7636,55.2709,-1.24656e+06
-75.1394,80.9473,-89.3652,-77.288,27.7935,2.36321e+06
34.4588,-84.0593,-65.7375,87.8473,60.833,1.08086e+06
70.9223,31.8879,-5.13425,65.5168,-21.2865,-963471
-33.8222,-33.6418,-1.935,92.4391,-45.3161,657475
-81.4901,-75.6949,44.2621,91.4591,-97.3528,4.79502e+06
-16.6296,-31.2817,-95.6231,-42.6932,-23.1884,2.62455e+06
48.1598,26.8348,86.5862,-73.6629,65.0133,-3.1224e+06
-76.8196,67.9658,-65.5198,60.7987,-19.4067,1.75894e+06
80.8569,-72.6362,46.2711,-38.6769,-24.2587,-1.23667e+06
58.3415,52.4042,58.8278,-62.4399,-10.2993,-1.41357e+06
67.581,-76.2302,-79.038,82.0198,-68.4329,2.26061e+06
91.2582,91.3891,7.04204,65.7815,-26.0519,-3.13662e+06
-6.26528,30.4882,-40.8809,86.9097,72.7301,-785253
-10.3886,30.3631,-62.21,34.6647,63.0948,-62303.4
19.5578,-61.9666,-78.4691,96.4555,-34.7809,2.10453e+06
50.2487,5.88771,42.7535,-38.077,66.746,-1.4815e+06
83.8433,-60.6286,42.1904,67.9436,-19.6472,-1.48222e+06
-3.43568,-84.7948,-42.0057,36.314,72.7995,-47150.3
22.3908,-43.0378,-24.1208,-17.8108,27.0949,60303.8
52.2627,11.8917,57.4269,87.4044,48.6019,-1.10238e+06
38.3458,8.72195,-4.32653,13.9247,97.4544,-2.89158e+06
-53.5318,46.4366,32.5329,-85.0474,17.9867,27027.4
-16.1561,-6.6648,11.4583,-29.8346,96.7913,-2.67088e+06
24.6659,6.47751,57.8307,2.47734,59.7328,-1.22801e+06
5.7746,-64.7528,26.8183,-83.0335,57.1112,-366271
-77.7014,-80.0169,-49.8208,72.7109,73.2616,1.37454e+06
41.6061,44.362,-82.1759,-45.7628,29.205,1.1919e+06
76.333,-81.6318,42.9658,89.3373,17.019,-547302
41.2823,69.6842,40.3211,-72.1842,-15.8965,-949920
-41.9209,47.9341,-67.1751,-34.1582,84.7767,-867316
-95.2078,1.49886,9.79941,-92.293,-35.5472,2.39255e+06
18.4702,-6.52161,92.7112,-37.6509,4.65248,-2.31514e+06
-66.8291,56.4899,-19.3855,-6.46421,39.5393,431458
34.833,-93.7713,76.2876,13.8416,85.3289,-2.0627e+06
-59.8765,-37.4658,88.784,4.42829,-60.769,-676865
30.1339,-59.5697,-99.2312,-97.649,-2.72906,2.83602e+06
-37.4212,-26.3158,32.7913,-85.2944,51.1941,-477958
-80.9158,-83.5587,-65.4305,-6.27524,-57.57,3.70168e+06
-0.282619,-74.9185,99.5281,56.3215,-70.3023,-1.18245e+06
68.0035,-28.7106,5.05031,-82.4289,19.1342,-1.03347e+06
29.2579,-88.554,-38.2493,-55.614,-0.422732,1.03188e+06
14.7769,94.4135,51.5799,-18.0526,-25.2105,-1.54907e+06
-36.4352,-24.944,2.63831,-94.2734,14.9372,-60555.1
-79.3943,-19.4971,-77.0449,-0.124004,15.8619,2.7626e+06
-83.5059,16.0788,-76.9402,18.5432,-81.3408,4.53997e+06
33.3968,-37.2347,-7.74256,-20.7456,-56.3698,477632
87.5452,-16.1493,-84.8628,97.6759,67.5269,-783894
-81.3391,46.1671,-21.3826,25.3324,15.1569,1.4193e+06
-75.4666,-68.9145,-96.5718,-66.2964,25.3087,4.19553e+06
95.6943,48.7974,75.0316,70.9849,-85.5631,-1.98449e+06
25.3509,43.7308,-43.0743,5.64363,-93.6628,2.44067e+06
99.7438,-62.0699,60.3472,54.7107,13.8913,-3.10463e+06
74.4309,-38.3261,98.3439,-59.0655,62.1834,-4.59987e+06
-3.72281,-74.5034,20.4905,-47.6412,-25.438,580826
78.2623,53.0113,67.8434,90.4991,-62.2058,-1.57915e+06
35.5564,56.2866,3.47607,46.2308,62.7187,-1.08439e+06
39.7162,-83.0312,52.4646,-84.7323,2.07351,64655.2
-93.3594,-87.9626,30.0512,-84.1761,18.0385,3.04122e+06
9.37769,-48.5959,93.5782,96.8008,66.7526,-2.80973e+06
-42.7971,-3.18505,56.7628,-31.1204,-98.0776,2.41896e+06
43.9972,-98.5955,54.2,-35.5851,-47.1118,941557
31.0972,29.973,-87.0073,8.50801,-4.32089,1.79844e+06
36.3827,93.4225,-25.7405,77.8438,-84.6642,643441
21.0006,17.6192,66.0459,47.6233,-75.0448,391830
-2.55159,18.4012,-65.5082,50.003,-59.5463,1.45844e+06
-82.9095,35.359,-30.4569,-59.4081,66.4077,729379
-65.3764,59.0251,24.5475,85.1972,-49.3351,986273
19.7658,39.7437,76.5305,73.086,-18.0249,-1.26325e+06
43.6795,-69.5524,11.0995,38.5102,24.5131,203251
-89.51,18.7477,45.1166,-22.9539,-55.8404,2.2729e+06
-21.0973,-6.06891,-78.8652,-56.1992,-81.0933,2.95508e+06
87.2393,-20.2491,-43.7849,93.0831,17.0936,-1.43487e+06
-34.8745,-9.40732,-69.4823,0.0481769,-18.8227,1.12165e+06
29.8637,20.3542,32.629,85.7904,-49.6206,345822
99.4403,-94.7277,47.417,-62.2643,86.7254,-3.91678e+06
-77.6483,-22.9068,-32.6876,-52.1703,23.2076,1.38429e+06
35.8701,17.6246,-51.8929,10.0685,68.3165,-674653
16.6672,16.0326,3.286,-68.7416,98.4488,-2.911e+06
-85.7184,-14.9015,11.5161,-69.1798,-15.3804,1.72729e+06
-39.037,-16.7507,43.6447,12.9473,0.906389,-59659
-69.8882,47.0482,-56.1207,69.2231,88.9307,-633418
-34.1485,-4.57395,-27.5116,-18.4904,-19.0443,192913
-64.7124,-9.17441,-66.6019,53.0723,-90.1807,3.79953e+06
-76.2462,-7.7602,-88.3204,4.48411,84.1998,1.5137e+06
98.1582,-39.525,80.2493,-12.8709,42.6391,-4.34691e+06
-91.8429,-3.75971,55.9426,54.6651,4.7974,1.76149e+06
-33.9357,-85.574,-68.2573,96.71,-62.6835,2.89419e+06
27.2839,-65.7675,-90.9043,-24.3898,-61.7223,3.20698e+06
-99.9355,20.5823,25.9711,-90.6119,-94.4432,5.03442e+06
-3.29799,28.6987,68.1638,-82.6235,83.3939,-2.7907e+06
16.2118,-52.8835,93.6468,81.8381,-31.5595,-1.91015e+06
-5.05061,4.10036,40.2195,83.8506,39.4833,-196179
-24.7818,-50.4599,-23.5664,-50.5834,67.8934,-693807
6.85986,-6.01038,-52.4317,14.2431,-99.6249,3.27942e+06
-61.7633,-88.1237,-75.7149,82.9168,24.4751,3.02802e+06
-0.581233,19.2167,-11.9204,-82.1359,31.5763,-236396
89.3164,-46.2102,-17.6955,4.29123,10.9607,-1.90009e+06
-25.5534,60.9633,81.2131,54.1121,40.5428,-1.95953e+06
23.468,-80.2976,-69.6609,-52.0088,-21.1261,1.67556e+06
-0.472748,-64.4342,59.694,-97.746,-40.6973,-271559
14.9152,9.2901,88.3806,93.9728,66.6402,-2.62598e+06
90.732,-76.1108,-12.0863,83.7409,-74.1076,-180703
37.6844,-88.3544,-4.945,69.5338,37.4786,760578
-11.9474,54.8054,72.5972,19.6276,40.6955,-1.52212e+06
-96.2166,-48.1386,64.8543,76.2622,-71.0939,3.08471e+06
34.798,28.1052,75.0557,24.8134,77.2921,-2.72326e+06
48.2356,-31.1592,-58.9055,-29.2923,-36.735,453153
65.5554,-23.2027,-69.7378,-94.854,-55.5322,475222
38.685,-83.5618,55.1941,15.4989,72.392,-944532
16.8621,98.9453,94.2339,-67.9203,50.1141,-4.23716e+06
-40.2548,5.67454,-78.9871,-50.3174,-61.0202,2.24762e+06
61.2672,-92.9105,-71.0347,27.4795,52.55,1.09268e+06
5.56063,10.9786,-99.7703,52.559,13.2126,2.93164e+06
-7.06181,39.7339,-58.5496,-0.786209,-26.3664,551899
-19.4808,93.9323,-4.5431,-59.8204,-95.3497,1.29757e+06
-59.195,-4.03154,3.33904,-15.4541,62.8274,-145273
-74.1711,-25.2206,91.5288,-75.4902,4.87879,-1.11815e+06
77.2875,-47.0757,44.5006,73.5667,-4.05071,-1.31584e+06
-70.4744,41.3143,75.2079,-92.294,-1.13225,-515600
80.658,-78.4248,-11.4812,-72.4351,-75.6788,328455
38.3873,-57.7942,84.3185,-21.9902,22.1599,-1.64425e+06
57.518,98.7477,-60.6905,-51.8695,-2.17596,-1.29103e+06
28.1348,-38.8731,-98.8516,76.4896,11.8123,2.96225e+06
-87.9103,-86.4191,-12.2957,-47.112,-55.7461,3.32724e+06
-77.3129,-76.1231,-10.2501,-26.6132,-35.7978,2.06969e+06
0.630075,-15.2317,48.3074,54.3123,51.9819,-684649
44.4602,71.2273,-17.3476,59.8871,28.6964,-757733
-92.68,68.5181,11.4094,-75.4174,-42.3442,1.9232e+06
-45.5884,-53.914,80.1101,-44.7151,47.7661,-1.32712e+06
77.6291,16.3044,-26.23,-98.0491,-82.7078,94095.5
68.1893,42.3459,65.3783,-53.2428,8.28753,-1.8576e+06
-80.1085,-31.0281,20.186,48.8169,-24.7471,1.56378e+06
81.5674,5.83393,-25.0178,59.7078,-78.6789,-50146.2
56.2428,-56.6549,-61.4211,-99.1551,47.5855,-143297
-30.0099,26.0369,73.9528,-8.36693,-2.46584,-1.10579e+06
60.2459,20.9247,-17.1735,-66.6692,31.8435,-797480
36.0105,2.43522,41.1134,38.1301,-95.1276,2.17012e+06
58.6609,-49.7419,47.2456,-57.5091,-19.887,-732147
-69.3157,-37.0431,-94.8712,-68.0641,21.7261,3.40499e+06
77.3321,66.6345,78.6656,-19.8854,77.8077,-4.53966e+06
65.79,-19.6453,12.3565,4.32814,-87.7911,1.13565e+06
56.0517,-4.56103,-11.1103,0.808336,-92.5544,1.78378e+06
97.7994,-10.2755,19.2945,62.1568,3.10121,-2.63896e+06
22.1709,-31.8818,-8.62485,-41.9457,-83.8541,1.69862e+06
25.091,99.9451,-24.1973,-51.0336,-40.6271,-1.25873e+06
94.0103,-47.2013,-87.4396,-75.9498,46.0007,-688922
79.6853,-26.2143,-46.5794,53.0563,-18.59,-1.07169e+06
67.6726,1.06699,-54.7506,-92.4128,90.0684,-2.76428e+06
49.8779,-52.0654,70.6475,-43.203,60.2877,-1.83617e+06
5.87271,-26.4835,-98.6554,61.3177,-11.2717,2.89971e+06
-97.5881,53.4611,-99.2183,9.38663,82.6359,3.61926e+06
-85.5803,-7.78912,73.3505,-46.9397,85.3451,-1.19895e+06
74.8206,-2.23042,25.4969,-93.5702,57.6911,-2.02782e+06
-27.7281,11.4996,65.4234,57.8902,-46.9642,-387601
-71.4679,26.3669,59.0582,66.2708,43.8847,261224
20.7194,76.326,-85.6911,94.0282,3.55061,1.4218e+06
-36.6328,20.895,10.5003,-9.44454,-89.9624,2.22343e+06
-14.7871,-33.7982,50.2667,-82.4056,92.6942,-2.78535e+06
-22.0357,-22.6948,-51.9952,97.7531,-54.6364,1.1962e+06
68.7042,45.6605,-28.3321,-12.5975,-28.1107,-940475
90.9123,-48.3644,66.2398,17.1156,-16.0013,-2.82131e+06
12.7414,-48.6627,-93.7726,44.8864,-94.2569,5.00784e+06
-37.0585,11.9865,-81.9215,-0.19828,-24.2661,1.78828e+06
-39.7184,-44.1038,63.3039,80.4218,-5.30056,-273029
-18.7506,-90.3328,86.9073,54.6852,-87.273,1.14412e+06
70.1045,-12.3612,47.9206,-69.0435,59.4484,-2.00666e+06
53.4304,-16.6591,-81.0727,-11.6126,-54.2859,1.58109e+06
99.3896,-88.823,-14.8809,-16.6839,37.9462,-1.99137e+06
60.2062,-15.4107,90.9199,-90.532,-13.5076,-2.95718e+06
20.8445,97.4112,-66.0585,0.402612,5.70328,-492832
-82.3936,-64.9354,-25.5421,-37.683,-90.636,4.16761e+06
60.85,-64.8318,77.2022,-80.8621,-46.5432,-1.4253e+06
63.7821,-40.034,-7.26383,-98.1142,40.3656,-1.09004e+06
-24.8155,-4.91501,2.3082,20.327,-80.1233,1.52795e+06
41.0014,54.2608,-97.1002,-58.5164,60.5379,1.53906e+06
61.3189,-25.047,87.6197,-82.5401,59.7213,-3.34173e+06
33.7375,71.9593,60.3319,93.8006,-31.1514,-942230
-24.0647,92.924,77.5953,-7.20119,17.4491,-2.45175e+06
-74.687,-83.3971,-92.2841,-31.7867,66.0285,3.44068e+06
36.7617,-51.3897,75.8554,55.4287,-99.068,1.65763e+06
21.3006,-64.09,-14.8869,55.9092,95.3427,-2.14972e+06
-34.1787,-72.2897,61.8133,-58.9727,18.7044,-97072.4
22.6173,62.3966,-26.483,31.1747,91.6814,-2.58654e+06
84.8614,5.97048,21.5203,-94.4278,24.1975,-2.0413e+06
-70.4628,-67.7609,63.4928,-8.55439,-69.6822,1.67779e+06
-66.233,-10.7604,34.0709,62.3789,9.15784,788252
10.1015,-17.2565,-46.9628,-95.4283,4.32109,91649.1
-96.6804,29.9358,5.70085,-19.6389,18.9242,2.51897e+06
-38.9641,63.2536,61.4395,-45.025,19.3138,-896150
-43.9096,34.5295,-31.9721,-17.8217,-14.2109,285593
-25.5569,-56.0439,-90.0151,-7.15714,13.2848,2.41726e+06
-47.3971,-75.746,-97.3872,-44.6464,-56.8236,4.11598e+06
-62.3257,69.0797,-80.3479,90.9926,-12.5423,1.96177e+06
-44.56,82.1124,-73.4048,65.4293,-27.4218,764858
80.3394,88.5617,39.938,-39.9253,86.2501,-4.56727e+06
32.5933,-96.688,-62.9441,88.3025,30.0117,2.02474e+06
-92.99,87.2255,-32.3655,54.6196,-12.6735,1.50982e+06
54.3514,30.2525,-59.0913,9.71126,-52.9647,527694
-84.512,85.6125,-51.1202,-49.6209,98.4703,-1.61781e+06
68.521,12.3501,92.843,-97.1599,65.7498,-4.29665e+06
87.5875,-22.0667,7.28664,61.7578,-78.7661,-442886
54.8312,65.3659,-73.2285,75.1484,55.1143,-95962.9
-12.615,76.6495,-66.3189,-77.1046,59.8154,-526192
68.5753,51.5494,-71.8296,42.476,-26.2579,34895.1
95.6171,-91.4893,36.206,-94.6065,44.9132,-2.05159e+06
-13.437,-46.9633,-4.09355,74.2502,11.1168,269175
66.6453,-33.2506,-60.2075,88.9958,-64.7107,821048
40.0511,60.5614,-55.6364,-72.9498,90.7702,-2.29684e+06
-81.706,-43.7651,2.23233,84.1955,-45.3573,2.11429e+06
-53.725,55.2168,32.6271,78.5818,-90.4573,2.38189e+06
80.0993,-72.0507,42.2822,87.6895,74.6829,-2.20309e+06
-7.36556,24.8374,-40.3635,-3.53007,89.5451,-1.94544e+06
-38.7659,-52.1669,-75.2132,32.7866,-40.6908,1.81286e+06
-11.1497,-92.5588,44.7805,78.2974,-45.6857,1.2808e+06
18.2153,-35.7827,75.3225,-48.957,29.5075,-1.28065e+06
-14.4396,43.1061,25.2866,97.6732,12.6824,111919
-77.768,64.4455,83.5016,61.2577,48.7739,-982839
24.4444,26.4786,35.3197,-49.5935,39.2319,-402447
-60.3716,97.1101,-26.2483,51.7242,-80.6176,934229
-16.8208,-36.6328,94.0493,65.7352,10.249,-2.22198e+06
40.5951,95.5299,33.319,74.474,2.07213,-1.41188e+06
7.40283,91.1069,-1.55667,-52.1921,-99.0563,1.70029e+06
-55.3171,31.7858,-7.11403,-86.7512,40.4665,77120.8
